预测结果,误差
10846.1,102.33
10855.6,88.29
10865.1,66.69
10874.5,206.93
10884.5,35.15
10893.7,463.24
10900.9,368.68
10908.4,673.92
10914.7,182.27
10923.1,230.26
10931.2,198.8
10939.5,165.26
10948.0,255.67
10956.0,115.2
10964.7,186.78
10973.1,353.86
10980.8,405.74
10988.2,436.43
10995.6,322.14
11003.4,214.84
11011.7,407.96
11019.2,348.4
11026.9,103.6
11035.7,27.49
11045.0,257.67
11055.4,321.21
11066.0,474.04
11077.2,351.04
11088.0,343.32
11098.7,405.03
11109.7,217.87
11119.9,246.61
11130.3,377.9
11141.2,616.96
11153.2,772.26
11165.8,1665.76
11182.2,1808.05
11199.2,1745.32
11216.0,1912.46
11233.5,1803.27
11250.6,1825.77
11267.8,2383.67
11287.3,2001.7
11305.3,2153.36
11324.0,2240.72
11343.1,2467.22
11363.1,2395.78
11382.9,2192.27
11401.9,2621.41
11422.7,2732.89
11444.0,4147.39
11471.3,4124.47
11498.6,3341.24
11522.6,3968.0
11549.4,3779.13
11575.4,3741.64
11601.2,4107.45
11628.7,4666.87
11658.6,4680.73
11688.7,4402.37
11717.6,4250.56
11745.9,4979.25
11777.4,5902.32
11812.9,5985.55
11848.8,5971.77
11884.7,6802.75
11924.3,6775.45
11963.9,6458.38
12002.1,6396.81
12040.3,7132.22
12081.6,6658.2
12121.1,5030.34
12153.6,4985.27
12186.0,5546.42
12220.9,5970.7
12257.7,7452.03
12300.9,6491.62
12340.1,6886.87
12381.1,7073.44
12423.0,6247.49
12461.4,6693.66
12501.8,6875.86
12543.1,6638.31
12583.4,5735.47
12619.9,5934.25
12657.4,5590.36
12693.4,5335.96
12728.5,6074.94
12766.7,6397.78
12806.5,6470.09
12846.6,6593.15
12887.3,8492.18
12936.3,9911.16
12991.5,10159.29
13047.9,10822.02
13107.2,10383.38
13164.8,9580.68
13219.0,10605.99
13277.7,9975.67
13333.8,10381.73
13391.7,11301.88
13453.7,12989.51
13523.1,12723.48
13591.4,13445.29
13662.9,13713.47
13735.6,15120.99
13814.4,15168.16
13893.5,15500.25
13974.0,18221.46
14066.2,18934.58
14161.3,17873.73
14252.0,19794.67
14350.6,22509.81
14460.6,25025.44
14580.8,26089.45
14705.0,25535.72
14826.4,23413.69
14938.5,20606.44
15038.6,18973.22
15131.7,22261.43
15237.5,23920.97
15349.1,21479.42
15450.3,20614.9
15547.3,20245.71
15642.2,20990.15
15739.1,20281.03
15832.4,19706.58
15922.6,14875.28
15994.5,17007.88
16073.4,16026.34
16148.2,16128.64
16222.5,16020.76
16295.8,16246.0
16369.1,14050.07
16434.2,16968.97
16508.2,17806.06
16583.9,17734.2
16658.2,16478.26
16727.5,16795.4
16796.7,18732.96
16870.3,20805.95
16948.2,20053.89
17022.2,21256.41
17097.4,22225.86
17172.7,21755.4
17244.5,29119.8
17329.8,29259.78
17410.5,27467.67
17482.9,30530.48
17555.6,29915.8
17621.2,29563.99
17680.3,31040.07
17734.4,30217.45
17780.7,31379.4
17820.3,34297.93
17851.9,33756.25
17873.5,38043.0
17882.0,38119.2
17876.4,39611.46
17853.9,36269.5
17821.4,31059.03
17787.2,32837.64
17737.9,29062.52
17688.8,28651.51
17632.2,28523.67
17567.2,27546.72
17497.7,32120.73
17398.0,30958.04
17292.5,33185.2
17162.8,31286.11
17032.2,31829.18
16886.5,31995.09
16727.7,34442.0
16537.1,35762.23
16320.4,38561.12
16060.9,39936.33
15767.6,41996.4
15429.6,41823.68
15069.5,46189.23
14627.6,44505.87
14179.1,41575.62
13749.3,43123.08
13273.2,45639.8
12730.1,44935.8
12174.6,45900.5
11576.8,46509.0
10942.8,46468.37
10287.5,43917.46
9674.0,44803.46
9025.2,43483.03
8399.3,43016.62
7778.7,47295.77
7029.0,48834.93
6223.0,49560.71
5384.9,52242.77
4449.7,54280.43
3434.2,55301.05
2373.3,56363.62
1266.3,57765.02
100.5,56975.99
-1029.1,59235.65
-2251.5,61305.6
-3560.4,61580.86
-4868.2,60815.47
-6115.8,64164.39
-7514.6,65617.18
-8963.6,68737.6
-10557.8,70522.67
-12219.3,72054.04
-13929.3,77483.74
-15942.8,78911.92
-17992.7,81245.33
-20137.8,81593.78
-22223.6,82310.69
-24268.5,80519.98
-26060.1,81763.24
-27845.4,84353.31
-29737.2,83546.0
-31428.8,83160.51
-32958.7,84111.83
-34453.4,84563.93
-35865.1,84940.68
-37188.5,91245.14
-39012.7,94084.16
-40966.0,95850.1
-42929.4,96513.55
-44781.9,102578.52
-47118.5,104976.0
-49503.8,106114.26
-51785.5,108998.83
-54173.0,107414.72
-56111.3,113584.53
-58593.6,115021.76
-60978.0,118358.27
-63516.8,122445.61
-66298.2,124578.93
-69032.0,124915.5
-71463.3,128213.3
-74042.3,123049.39
-75508.1,125210.37
-77070.8,126993.32
-78661.7,125398.28
-79764.3,126205.94
-80809.6,124405.84
-81405.2,124317.39
-81880.3,118844.57
-81427.9,122212.22
-81549.9,118830.25
-81124.1,118652.4
-80728.0,115482.54
-79906.6,118635.19
-79678.1,118088.6
-79391.6,118657.64
-79222.5,117667.79
-78920.6,114610.22
-78203.5,112851.17
-77332.3,113016.89
-76612.3,113922.84
-76124.0,112786.64
-75536.8,113122.04
-75076.3,114264.89
-74836.2,111721.71
-74261.3,109791.68
-73492.3,109308.47
-72762.5,106277.37
-71715.2,105165.39
-70665.6,108003.96
-70146.5,106851.07
-69537.3,106850.48
-69005.8,104500.7
-68229.1,107295.92
-67922.0,108447.8
-67798.3,107986.86
-67619.9,105944.77
-67188.5,105256.54
-66717.4,102447.22
-65939.7,101463.87
-65136.3,100728.65
-64343.0,96029.55
-63062.5,95510.09
-61890.6,95565.26
-60880.0,95519.38
-59993.0,91633.58
-58752.5,90913.41
-57587.8,92232.25
-56724.2,91180.87
-55843.1,91690.8
-55125.6,90172.96
-54318.2,87855.08
-53344.5,87201.36
-52413.9,87102.88
-51581.2,86890.5
-50819.9,84567.87
-49893.1,84104.11
-49022.5,82861.54
-48118.2,80995.61
-47120.4,80938.92
-46228.9,79744.47
-45313.1,79540.74
-44476.4,77634.65
-43538.7,76225.26
-42562.9,75377.51
-41609.3,73347.89
-40561.8,71983.05
-39496.7,71017.36
-38454.1,70237.59
-37448.4,68264.34
-36366.6,66156.84
-35207.9,67325.96
-34271.5,66569.39
-33361.0,66942.63
-32570.5,66849.84
-31845.6,67210.8
-31216.8,68534.94
-30753.7,70159.65
-30463.2,70465.73
-30218.0,70223.93
-29968.1,72182.25
-29895.7,71554.76
-29770.7,69771.16
-29503.0,68696.94
-29164.7,67302.7
-28737.1,68487.24
-28437.9,69319.9
-28225.8,71051.75
-28164.9,72799.03
-28242.6,72058.74
-28246.6,74580.06
-28446.4,74054.77
-28579.3,74190.76
-28704.4,73122.18
-28724.7,76558.68
-29014.8,76126.99
-29237.7,76294.11
-29447.7,75430.25
-29561.4,74209.97
-29557.6,74335.46
-29556.7,76291.35
-29708.6,79036.35
-30065.4,78997.42
-30381.2,79716.88
-30721.9,80245.4
-31069.7,78814.28
-31260.0,80232.09
-31544.5,78507.3
-31651.2,80708.06
-31925.7,80823.35
-32177.8,80984.58
-32413.2,79487.97
-32492.5,79648.37
-32570.1,81432.86
-32784.2,82113.21
-33029.1,83064.43
-33325.3,83272.68
-33604.7,85373.76
-34032.2,86709.6
-34529.5,81338.67
-34506.5,80584.88
-34411.7,80780.39
